tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed
6,9,0.3003,352,163,4526.082,1,28.005966640708348
0,10,0.33366666666666667,209,181,14931.491,1,6.556921922492005
1,10,0.33366666666666667,424,636,9860.049,1,17.186180702206823
2,10,0.33366666666666667,366,555,11526.619,1,19.150601672887298
3,10,0.33366666666666667,342,637,4562.135,1,17.955215690929823
4,10,0.33366666666666667,259,244,2114.7473,0,5.494821711694616
5,10,0.33366666666666667,332,231,4868.641,1,21.85914394646473
6,10,0.33366666666666667,352,163,4523.5776,1,17.79458220250531
0,11,0.3670333333333333,209,180,14924.971,1,3.6953592116002456
1,11,0.3670333333333333,424,636,9866.57,1,9.72341345861161
2,11,0.3670333333333333,366,555,11525.476,1,10.848768848236233
3,11,0.3670333333333333,342,637,4566.2275,1,10.179389955120024
4,11,0.3670333333333333,259,244,2113.37,0,3.095180758619411
5,11,0.3670333333333333,332,231,4867.1055,1,12.39278174699736
6,11,0.3670333333333333,352,163,4522.2036,1,10.064581424747434
0,12,0.40040000000000003,210,181,14948.868,1,13.112828596596195
1,12,0.40040000000000003,423,638,9783.762,1,27.74668080867399
2,12,0.40040000000000003,364,557,11501.966,1,30.855771150325346
3,12,0.40040000000000003,342,639,4541.6553,1,25.475374186484608
4,12,0.40040000000000003,259,247,2122.1355,0,28.58369337324113
5,12,0.40040000000000003,328,231,4906.5127,1,49.38248558763016
6,12,0.40040000000000003,348,163,4522.5615,1,53.2045750536608
0,13,0.4337666666666667,210,182,14969.434,1,14.20857669625633
1,13,0.4337666666666667,423,639,9722.476,1,29.230608389099174
2,13,0.4337666666666667,364,557,11488.244,1,32.59749124621211
3,13,0.4337666666666667,341,640,4520.7695,1,26.44354799320148
4,13,0.4337666666666667,258,248,2128.2393,0,32.583492138826024
5,13,0.4337666666666667,326,231,4937.5957,1,53.51794474899284
6,13,0.4337666666666667,345,163,4522.267,1,59.07005366710255
0,14,0.46713333333333334,210,182,14987.162,1,11.59753652262215
1,14,0.46713333333333334,423,639,9676.293,1,23.751662667952058
2,14,0.46713333333333334,363,558,11478.906,1,26.523597431402948
3,14,0.46713333333333334,341,640,4503.2847,1,21.316540466523584
4,14,0.46713333333333334,258,249,2133.026,0,27.37000190709769
5,14,0.46713333333333334,325,231,4961.5645,1,43.96773386352485
6,14,0.46713333333333334,344,163,4522.141,1,49.01202120558027
0,15,0.5005000000000001,210,182,15001.975,1,8.152356851930056
1,15,0.5005000000000001,422,639,9641.835,1,16.678210927031788
2,15,0.5005000000000001,363,558,11471.635,1,18.61004570842133
3,15,0.5005000000000001,341,640,4489.444,1,14.811122653197051
4,15,0.5005000000000001,258,249,2136.7065,0,19.625042763438678
5,15,0.5005000000000001,325,231,4979.161,1,31.041595117541984
6,15,0.5005000000000001,344,163,4522.299,1,34.81420412121682
0,16,0.5338666666666667,210,182,15013.165,1,5.064475721845076
1,16,0.5338666666666667,423,639,9616.84,1,10.408785307828799
2,16,0.5338666666666667,363,558,11467.174,1,11.630795582581145
3,16,0.5338666666666667,341,640,4479.018,1,9.121384832079107
4,16,0.5338666666666667,258,249,2139.513,0,12.48738621382093
5,16,0.5338666666666667,325,231,4991.529,1,19.482823558672376
6,16,0.5338666666666667,344,163,4522.5503,1,21.954752775506122
0,17,0.5672333333333334,210,182,15021.712,1,2.799268838241079
1,17,0.5672333333333334,423,639,9599.661,1,5.764737027234118
2,17,0.5672333333333334,363,558,11464.694,1,6.455857555061158
3,17,0.5672333333333334,341,640,4471.422,1,4.977875013953345
4,17,0.5672333333333334,258,249,2141.6272,0,7.0837248151717525
5,17,0.5672333333333334,325,231,4999.7817,1,10.878668856812924
6,17,0.5672333333333334,344,163,4523.0244,1,12.311509765462485
0,18,0.6006,210,183,15016.24,1,8.118198306138682
1,18,0.6006,422,641,9554.067,1,21.94207768077624
2,18,0.6006,363,559,11456.23,1,22.380790430041507
3,18,0.6006,341,642,4441.659,1,19.738895433127
4,18,0.6006,257,253,2175.8237,0,47.01452412303697
5,18,0.6006,323,233,4987.6626,1,36.743535517744476
6,18,0.6006,338,165,4526.789,1,72.25605510958925
0,19,0.6339666666666667,210,183,15009.239,1,8.624833257417892
1,19,0.6339666666666667,422,641,9524.262,1,23.69368838194309
2,19,0.6339666666666667,362,560,11451.877,1,24.08866652557731
3,19,0.6339666666666667,340,642,4418.3906,1,21.572625566400696
4,19,0.6339666666666667,257,255,2203.0295,0,52.91013303455563
5,19,0.6339666666666667,321,233,4977.74,1,39.476830749385456
6,19,0.6339666666666667,335,166,4532.578,1,81.04544262036731
0,20,0.6673333333333333,210,183,15002.77,1,6.99060081508445
1,20,0.6673333333333333,421,642,9503.514,1,19.49024210607748
2,20,0.6673333333333333,362,561,11447.254,1,19.57402737321632
3,20,0.6673333333333333,340,643,4401.2075,1,17.738184475209476
4,20,0.6673333333333333,256,256,2224.0635,0,44.1033290999139
5,20,0.6673333333333333,321,234,4968.957,1,32.3602878915172
6,20,0.6673333333333333,334,166,4536.4033,1,67.56007526291879
0,21,0.7007,210,183,14997.587,1,4.936005184993154
1,21,0.7007,421,642,9489.902,1,13.763412315072433
2,21,0.7007,362,561,11444.098,1,13.691883796058365
3,21,0.7007,340,643,4389.1465,1,12.525796745374935
4,21,0.7007,256,256,2239.5732,0,31.424156314810684
5,21,0.7007,321,234,4962.0044,1,22.77023455177765
6,21,0.7007,334,167,4539.391,1,48.15548953001101
0,22,0.7340666666666666,210,183,14993.439,1,3.1029552340288777
1,22,0.7340666666666666,421,642,9482.251,1,8.653214015206647
2,22,0.7340666666666666,362,561,11442.229,1,8.514565946186167
3,22,0.7340666666666666,340,643,4381.167,1,7.877260882671836
4,22,0.7340666666666666,256,256,2250.2058,0,19.883929088244308
5,22,0.7340666666666666,321,234,4956.4995,1,14.227572812148951
6,22,0.7340666666666666,334,166,4541.4697,1,30.464955693232593
0,23,0.7674333333333333,210,183,14990.308,1,1.7390712357376195
1,23,0.7674333333333333,421,642,9479.07,1,4.840681519249204
2,23,0.7674333333333333,362,561,11441.446,1,4.704779552520754
3,23,0.7674333333333333,340,642,4376.505,1,4.408866808700988
4,23,0.7674333333333333,256,256,2256.9692,0,11.20294521299254
5,23,0.7674333333333333,321,234,4952.223,1,7.9069107442989734
6,23,0.7674333333333333,334,166,4542.93,1,17.163254383286134
0,24,0.8008000000000001,209,184,14911.722,1,7.4802198881580555
1,24,0.8008000000000001,420,644,9515.425,1,27.002440165702502
2,24,0.8008000000000001,362,563,11459.189,1,26.692144557054377
3,24,0.8008000000000001,339,645,4427.1587,1,31.20799911856534
4,24,0.8008000000000001,255,260,2242.48,0,53.84948097765196
5,24,0.8008000000000001,319,237,4920.974,1,48.43731854804723
6,24,0.8008000000000001,329,170,4514.871,0,76.32066397771969
0,25,0.8341666666666667,209,184,14851.079,1,8.253806420953323
1,25,0.8341666666666667,420,645,9547.09,1,29.995341638653347
2,25,0.8341666666666667,361,564,11475.326,1,29.91580796846794
3,25,0.8341666666666667,338,646,4469.685,1,35.26069208410408
4,25,0.8341666666666667,254,262,2229.419,0,59.19436956900441
5,25,0.8341666666666667,318,240,4894.2856,1,54.743761238439305
6,25,0.8341666666666667,326,172,4491.7446,0,83.926923663536
0,26,0.8675333333333334,209,184,14806.184,1,6.798507459311669
1,26,0.8675333333333334,420,646,9572.481,1,24.954658590162328
2,26,0.8675333333333334,361,564,11487.384,1,24.891886591144637
3,26,0.8675333333333334,338,647,4504.0293,1,29.50255508995683
4,26,0.8675333333333334,253,263,2218.4863,0,48.78667991079891
5,26,0.8675333333333334,318,240,4874.1685,1,45.807980677497675
6,26,0.8675333333333334,325,173,4474.755,0,69.27425469307663
0,27,0.9009,209,184,14773.503,1,4.824886680418706
1,27,0.9009,420,646,9592.544,1,17.770057199157467
2,27,0.9009,361,565,11496.22,1,17.699499366706146
3,27,0.9009,338,647,4530.177,1,21.080909720376678
4,27,0.9009,253,263,2209.9617,0,34.53087881587833
5,27,0.9009,318,241,4859.4854,1,32.742387891596266
6,27,0.9009,325,173,4461.989,0,49.05249201270257
0,28,0.9342666666666667,209,184,14750.735,1,3.0485309502430584
1,28,0.9342666666666667,420,646,9607.883,1,11.239377580561902
2,28,0.9342666666666667,361,564,11502.531,1,11.19558577060934
3,28,0.9342666666666667,338,647,4549.281,1,13.364297452957743
4,28,0.9342666666666667,253,263,2203.049,0,21.71234800541395
5,28,0.9342666666666667,318,241,4849.354,1,20.783962170291154
6,28,0.9342666666666667,325,173,4452.7417,0,30.89761080594461
0,29,0.9676333333333333,209,184,14736.288,1,1.7163160256106875
1,29,0.9676333333333333,420,646,9619.138,1,6.329722261768901
2,29,0.9676333333333333,361,564,11506.889,1,6.307989038355077
3,29,0.9676333333333333,338,647,4562.534,1,7.544178609357853
4,29,0.9676333333333333,253,263,2197.7112,0,12.150215278884659
5,29,0.9676333333333333,318,240,4842.9214,1,11.747045916678571
6,29,0.9676333333333333,325,173,4446.7935,0,17.318104632057025
0,30,1.0010000000000001,208,185,14695.343,1,17.498160129286628
1,30,1.0010000000000001,419,647,9650.479,1,24.611111049876943
2,30,1.0010000000000001,361,566,11473.192,1,19.21636481642177
3,30,1.0010000000000001,337,648,4552.0093,1,23.92108021418099
4,30,1.0010000000000001,253,266,2176.931,0,38.46584638209102
5,30,1.0010000000000001,316,244,4941.561,1,46.48885745194756
6,30,1.0010000000000001,323,176,4461.7085,1,51.47848980020077
0,31,1.0343666666666667,207,186,14665.176,1,20.106590048511613
1,31,1.0343666666666667,418,648,9674.07,1,26.63422302109637
2,31,1.0343666666666667,360,566,11446.478,1,20.29886862322165
3,31,1.0343666666666667,337,649,4541.4453,1,25.366673799464476
4,31,1.0343666666666667,252,267,2160.9568,0,40.83645837983275
5,31,1.0343666666666667,315,246,5021.4043,1,50.39421014378165
6,31,1.0343666666666667,321,177,4475.028,1,54.25131856836523
0,32,1.0677333333333334,207,186,14645.075,1,16.925180381816652
1,32,1.0677333333333334,418,649,9691.133,1,21.858880779795484
2,32,1.0677333333333334,360,567,11425.214,1,16.493641870974667
3,32,1.0677333333333334,336,650,4531.8193,1,20.6474723691394
4,32,1.0677333333333334,252,268,2149.127,0,33.23680828245527
5,32,1.0677333333333334,315,246,5083.7188,1,41.396239945683774
6,32,1.0677333333333334,321,178,4486.0483,1,44.02866608812945
0,33,1.1011,207,186,14632.691,1,12.140848086552364
1,33,1.1011,418,649,9702.801,1,15.421484172162732
2,33,1.1011,360,567,11409.18,1,11.5569401751042
3,33,1.1011,336,650,4523.249,1,14.49223540676044
4,33,1.1011,252,268,2140.8025,0,23.32241929344421
5,33,1.1011,315,247,5130.457,1,29.220430474736443
6,33,1.1011,321,178,4494.9565,1,30.821321474295598
0,34,1.1344666666666667,207,186,14626.185,1,7.727580960903886
1,34,1.1344666666666667,418,649,9710.093,1,9.675118883767738
2,34,1.1344666666666667,360,567,11397.595,1,7.2053955206758085
3,34,1.1344666666666667,336,650,4516.0176,1,9.048318224018509
4,34,1.1344666666666667,252,268,2135.2622,0,14.559814729454997
5,34,1.1344666666666667,315,246,5163.9526,1,18.33913611853674
6,34,1.1344666666666667,321,178,4501.9062,1,19.202257277995013
0,35,1.1678333333333333,207,186,14623.984,1,4.381108188918952
1,35,1.1678333333333333,418,648,9714.037,1,5.400089701154748
2,35,1.1678333333333333,360,567,11389.692,1,3.9929550836426637
3,35,1.1678333333333333,336,650,4510.0845,1,5.021777980890381
4,35,1.1678333333333333,252,268,2131.907,0,8.079591127380429
5,35,1.1678333333333333,315,246,5186.473,1,10.23460721050974
6,35,1.1678333333333333,321,178,4507.1143,1,10.633259872453824
0,36,1.2012,206,187,14704.776,1,20.7867004130646
1,36,1.2012,417,650,9719.382,1,22.75650635627026
2,36,1.2012,359,569,11365.405,1,23.418245997629043
3,36,1.2012,336,651,4493.53,1,20.00160744883044
4,36,1.2012,252,270,2142.545,0,25.386326559230167
5,36,1.2012,313,249,5145.162,0,43.50065103679484
6,36,1.2012,319,180,4492.1143,1,35.37681332311374
0,37,1.2345666666666666,205,188,14771.485,1,22.885252942584962
1,37,1.2345666666666666,417,651,9724.12,1,24.899880086464524
2,37,1.2345666666666666,359,570,11347.186,1,26.072282524083406
3,37,1.2345666666666666,335,652,4510.9395,1,22.52880846146461
4,37,1.2345666666666666,251,271,2151.374,0,26.9659853829928
5,37,1.2345666666666666,312,251,5108.8477,0,47.42108473394245
6,37,1.2345666666666666,318,181,4479.7344,1,37.733135978622954
0,38,1.2679333333333334,205,188,14824.108,1,18.842104509415872
1,38,1.2679333333333334,417,651,9726.519,1,20.55395404430663
2,38,1.2679333333333334,359,570,11334.244,1,21.67739148877956
3,38,1.2679333333333334,335,652,4493.736,1,18.167359411814555
4,38,1.2679333333333334,251,271,2159.2642,0,21.953823526475762
5,38,1.2679333333333334,311,251,5078.281,0,39.04249487737688
6,38,1.2679333333333334,318,181,4469.886,1,30.766843075175913
0,39,1.3013000000000001,205,188,14865.083,1,13.352505315234268
1,39,1.3013000000000001,417,651,9727.091,1,14.56173088433021
2,39,1.3013000000000001,359,570,11326.379,1,15.431870889822667
3,39,1.3013000000000001,335,652,4511.0376,1,13.288239773731496
4,39,1.3013000000000001,251,271,2165.8735,0,15.394893522919581
5,39,1.3013000000000001,311,251,5053.247,0,27.642063584313288
6,39,1.3013000000000001,318,181,4462.1797,1,21.59077417650918
0,40,1.3346666666666667,205,188,14895.163,1,8.415391680645167
1,40,1.3346666666666667,417,651,9726.499,1,9.165351172179657
2,40,1.3346666666666667,359,570,11321.643,1,9.759694683740072
3,40,1.3346666666666667,335,652,4525.3135,1,8.577992478199937
4,40,1.3346666666666667,251,271,2171.084,0,9.61358798334806
5,40,1.3346666666666667,311,251,5033.487,0,17.39031877959284
6,40,1.3346666666666667,318,181,4456.561,1,13.470556859299075
0,41,1.3680333333333334,205,188,14916.095,1,4.725693602339593
1,41,1.3680333333333334,417,651,9725.17,1,5.13469319022226
2,41,1.3680333333333334,359,570,11319.333,1,5.501377626761894
3,41,1.3680333333333334,335,652,4536.591,1,4.939801416150842
4,41,1.3680333333333334,251,271,2175.0396,0,5.335699966974646
5,41,1.3680333333333334,312,251,5018.2847,0,9.730784726152292
6,41,1.3680333333333334,318,181,4452.513,1,7.466674516310426
0,42,1.4014,204,189,14920.22,1,20.159358862718314
1,42,1.4014,416,653,9691.101,1,23.618022231361664
2,42,1.4014,357,572,11367.75,1,28.16678319903162
3,42,1.4014,334,654,4544.3706,1,27.70229658941881
4,42,1.4014,249,273,2179.3606,0,30.762288933207753
5,42,1.4014,309,253,5007.959,1,33.99220814898246
6,42,1.4014,316,183,4456.1187,0,30.04034863956673
0,43,1.4347666666666667,203,190,14919.971,1,21.919217308160064
1,43,1.4347666666666667,415,654,9662.352,1,25.924344837882355
2,43,1.4347666666666667,357,573,11409.66,1,31.362769186020948
3,43,1.4347666666666667,333,655,4551.684,1,30.886864733830425
4,43,1.4347666666666667,248,274,2181.0527,0,34.58097205009841
5,43,1.4347666666666667,308,254,5000.2524,1,36.779613785824004
6,43,1.4347666666666667,315,184,4461.1196,0,32.82142177814762
0,44,1.4681333333333333,203,190,14917.385,1,18.02439414182034
1,44,1.4681333333333333,415,654,9638.856,1,21.28816726902126
2,44,1.4681333333333333,356,573,11440.526,1,25.932832081844747
3,44,1.4681333333333333,333,656,4557.9805,1,25.541578913958485
4,44,1.4681333333333333,248,274,2182.3918,0,28.753486753579665
5,44,1.4681333333333333,308,254,4995.1265,1,30.195835013266937
6,44,1.4681333333333333,314,184,4465.1387,0,26.987274561934743
0,45,1.5015,203,190,14913.362,1,12.74657558754446
1,45,1.5015,414,654,9621.012,1,15.02710665185324
2,45,1.5015,356,573,11463.937,1,18.35326859885505
3,45,1.5015,333,656,4561.9453,1,18.123489632651978
4,45,1.5015,248,274,2182.8677,0,20.45228494502891
5,45,1.5015,307,254,4992.004,1,21.33965605182418
6,45,1.5015,314,184,4468.771,0,19.13251901061139
0,46,1.5348666666666666,203,190,14908.607,1,8.021921164985734
1,46,1.5348666666666666,415,654,9608.209,1,9.416453761391795
2,46,1.5348666666666666,356,573,11480.613,1,11.525240854655165
3,46,1.5348666666666666,333,656,4564.5767,1,11.406256019904234
4,46,1.5348666666666666,248,274,2183.016,0,12.9324156864942
5,46,1.5348666666666666,308,254,4990.666,1,13.404143054495899
6,46,1.5348666666666666,314,184,4471.41,0,12.018392454989495
0,47,1.5682333333333334,203,190,14903.68,1,4.4919550296506
1,47,1.5682333333333334,415,654,9599.531,1,5.247388644406779
2,47,1.5682333333333334,356,573,11492.088,1,6.432943861377372
3,47,1.5682333333333334,333,656,4565.987,1,6.387539666756267
4,47,1.5682333333333334,248,274,2182.905,0,7.2819069496418445
5,47,1.5682333333333334,308,254,4990.2847,1,7.498511103026189
6,47,1.5682333333333334,314,184,4473.4565,0,6.718734102452122
0,48,1.6016000000000001,201,191,14882.101,1,21.088658963178155
1,48,1.6016000000000001,414,656,9617.914,1,26.28368955123655
2,48,1.6016000000000001,355,574,11545.171,1,24.330766655711603
3,48,1.6016000000000001,331,657,4586.1655,1,30.046199574766835
4,48,1.6016000000000001,247,277,2193.173,0,33.77805366180366
5,48,1.6016000000000001,306,256,4997.8877,1,32.32407500912149
6,48,1.6016000000000001,313,186,4442.443,0,30.998272263156558
0,49,1.6349666666666667,201,191,14863.065,1,23.22992323482998
1,49,1.6349666666666667,413,657,9634.241,1,29.044347069260958
2,49,1.6349666666666667,354,575,11584.627,1,26.3383812552791
3,49,1.6349666666666667,330,658,4603.1763,1,32.82062027497919
4,49,1.6349666666666667,246,278,2201.1448,0,36.99386958292887
5,49,1.6349666666666667,305,256,5003.494,1,35.39771762537717
6,49,1.6349666666666667,312,187,4416.441,0,33.98522448650939
0,50,1.6683333333333334,200,192,14847.099,1,19.165614267841036
1,50,1.6683333333333334,413,658,9647.938,1,24.082076553586745
2,50,1.6683333333333334,354,575,11613.01,1,21.65723288151061
3,50,1.6683333333333334,330,658,4615.7544,1,27.18825205497197
4,50,1.6683333333333334,246,279,2206.9907,0,30.582581832203726
5,50,1.6683333333333334,304,257,5007.74,1,29.292863266995706
6,50,1.6683333333333334,312,187,4396.7676,0,28.041933539274602
0,51,1.7017,200,192,14835.09,1,13.567263843286876
1,51,1.7017,413,658,9659.01,1,17.112786831621882
2,51,1.7017,354,575,11631.902,1,15.276490263969544
3,51,1.7017,329,659,4624.5947,1,19.267406965946567
4,51,1.7017,245,279,2211.673,0,21.644948236937125
5,51,1.7017,304,257,5011.6055,1,20.758553454032057
6,51,1.7017,311,187,4382.1436,0,19.845430846627675
0,52,1.7350666666666668,200,192,14826.459,1,8.54293883239503
1,52,1.7350666666666668,413,658,9667.649,1,10.797475618695701
2,52,1.7350666666666668,354,575,11643.83,1,9.547710875334694
3,52,1.7350666666666668,330,659,4630.5205,1,12.125956389471925
4,52,1.7350666666666668,245,279,2215.1443,0,13.563279089986004
5,52,1.7350666666666668,304,257,5014.6636,1,13.069508693715965
6,52,1.7350666666666668,312,187,4371.986,0,12.474102812098225
0,53,1.7684333333333333,200,192,14820.49,1,4.787560779793281
1,53,1.7684333333333333,413,658,9674.066,1,6.076053845084747
2,53,1.7684333333333333,354,575,11650.4795,1,5.297209872572733
3,53,1.7684333333333333,330,658,4634.0435,1,6.791331589122856
4,53,1.7684333333333333,246,279,2217.3877,0,7.561597786042369
5,53,1.7684333333333333,304,257,5017.062,1,7.322519594571982
6,53,1.7684333333333333,312,187,4365.3203,0,6.980554273836047
0,54,1.8018,199,193,14813.236,1,19.638476755774857
1,54,1.8018,411,659,9703.493,1,32.53598331018962
2,54,1.8018,352,578,11672.873,1,32.41781789374768
3,54,1.8018,328,660,4596.43,1,29.889648932050875
4,54,1.8018,244,280,2201.0977,0,28.795800390285862
5,54,1.8018,302,259,4983.941,1,29.18613445346844
6,54,1.8018,310,189,4377.4146,0,25.919503828409553
0,55,1.8351666666666666,198,193,14809.007,1,21.444332001720174
1,55,1.8351666666666666,410,660,9726.04,1,36.29837155223014
2,55,1.8351666666666666,351,579,11690.455,1,36.601398245362496
3,55,1.8351666666666666,327,662,4627.4043,1,34.41223303167876
4,55,1.8351666666666666,243,281,2188.2354,0,31.160302911542153
5,55,1.8351666666666666,302,259,4958.0176,1,31.55796881150326
6,55,1.8351666666666666,310,190,4388.201,0,27.906197508349287
0,56,1.8685333333333334,198,193,14807.556,1,17.669453718962636
1,56,1.8685333333333334,409,660,9743.819,1,30.279740271317348
2,56,1.8685333333333334,351,579,11703.26,1,30.424240325997665
3,56,1.8685333333333334,327,662,4651.139,1,29.12906313865823
4,56,1.8685333333333334,243,282,2177.6921,0,25.570869847653306
5,56,1.8685333333333334,301,260,4938.083,1,25.873581114855966
6,56,1.8685333333333334,310,190,4398.2817,0,22.847384767685256
0,57,1.9019,198,193,14807.27,1,12.503012332346653
1,57,1.9019,409,660,9757.282,1,21.571348105346388
2,57,1.9019,351,579,11711.428,1,21.64603173094934
3,57,1.9019,327,662,4668.8535,1,21.009196856116667
4,57,1.9019,243,282,2169.7463,0,18.045084123803807
5,57,1.9019,301,260,4923.5303,1,18.227798125712244
6,57,1.9019,310,190,4407.0166,0,16.108186220989566
0,58,1.9352666666666667,198,193,14807.78,1,7.86762534081396
1,58,1.9352666666666667,409,660,9766.44,1,13.66136258792618
2,58,1.9352666666666667,351,579,11715.338,1,13.655699136129368
3,58,1.9352666666666667,327,662,4681.971,1,13.426430192346771
4,58,1.9352666666666667,243,282,2164.0063,0,11.335852025220483
5,58,1.9352666666666667,301,260,4913.3755,1,11.416126396222637
6,58,1.9352666666666667,310,190,4414.162,0,10.098988216068046
0,59,1.9686333333333335,198,193,14808.772,1,4.406424228118466
1,59,1.9686333333333335,409,660,9772.175,1,7.705603148699906
2,59,1.9686333333333335,351,579,11716.502,1,7.671834724149626
3,59,1.9686333333333335,327,662,4691.0586,1,7.666929682767284
4,59,1.9686333333333335,243,282,2160.056,0,6.340644264097923
5,59,1.9686333333333335,301,260,4906.781,1,6.357549681895036
6,59,1.9686333333333335,310,190,4419.685,0,5.632304217596964
0,60,2.0020000000000002,197,194,14863.1875,1,16.90127800618011
1,60,2.0020000000000002,407,661,9741.5625,1,28.436670446348298
2,60,2.0020000000000002,348,581,11648.853,1,36.88258826848805
3,60,2.0020000000000002,325,664,4630.2266,1,29.04302312747095
4,60,2.0020000000000002,242,283,2168.2375,0,25.3618346388821
5,60,2.0020000000000002,299,261,4950.8184,1,30.55213349879391
6,60,2.0020000000000002,308,191,4433.2173,0,21.02814305384498
0,61,2.0353666666666665,197,195,14909.906,1,18.534148171348473
1,61,2.0353666666666665,406,662,9716.472,1,30.651091006403224
2,61,2.0353666666666665,347,582,11593.656,1,40.68479823739067
3,61,2.0353666666666665,324,664,4580.7095,1,31.506777079751032
4,61,2.0353666666666665,241,284,2175.6091,0,27.540224931140497
5,61,2.0353666666666665,298,262,4988.0825,1,33.60213739772089
6,61,2.0353666666666665,308,192,4443.6343,0,22.674292384906966
0,62,2.0687333333333333,197,195,14945.939,1,15.312518933342886
1,62,2.0687333333333333,406,662,9696.068,1,25.117888549703228
2,62,2.0687333333333333,347,583,11550.025,1,33.68470245805208
3,62,2.0687333333333333,324,665,4541.6333,1,25.889731521245782
4,62,2.0687333333333333,241,284,2181.7092,0,22.63961134721895
5,62,2.0687333333333333,298,263,5017.6616,1,27.770111219590703
